,state,gender,median_home_val,total_baños,income,dist_playa,num_vecinos,num_habitaciones
838,CA,M,1367.0,329.0,342.0,6.75,359.0,355.0
839,TX,F,267.0,72.0,121.0,13.875,169.0,94.0
840,TN,F,854.0,380.61,319.0198603405647,17.73333333,372.0,427.0
841,MN,M,493.0,311.0,244.0,12.5,314.0,395.0
842,FL,M,700.0,360.0,327.0,11.362416827715812,355.0,375.0
843,FL,F,1765.0,465.0,358.5673368323343,12.309420373637806,442.0,562.0
844,WA,F,929.0,369.0,270.2559549017409,8.5,314.0,352.0
845,NC,F,581.0,267.0,231.0,14.0,288.0,332.0
846,IL,M,470.0,380.61,274.0,4.2,282.0,337.0
847,CO,F,1159.0,557.0,572.0,6.230769231,574.0,561.0
848,CA,M,1137.0,362.0,348.0,9.0,425.0,444.0
849,FL,M,912.0,370.0,313.0,12.16666667,379.0,442.0
850,AR,M,332.0,257.0,219.0,7.133333333,261.0,296.0
851,CA,F,2190.0,655.0,611.0,6.5,669.0,709.0
852,NV,M,1117.0,461.0,461.0,6.428571429,461.0,450.0
853,FL,F,814.0,282.0,268.0,10.4,451.8,312.0
854,CA,F,1814.0,418.0,328.0,10.66666667,380.0,410.0
855,WA,F,403.0,288.0,282.1352256519104,20.0,418.4,365.0
856,MO,F,613.0,323.0,264.0,10.66666667,300.0,357.0
857,MI,M,2712.0,1144.0,1022.0,15.914920521526343,989.0,1079.0
858,KS,F,958.0,499.0,467.0,7.6,525.0,582.0
859,TN,F,1129.0,445.0,332.0,20.83333333,429.0,537.0
860,KS,M,452.0,300.0,252.0859012568111,14.8,297.0,392.0
861,FL,M,986.0,495.0,485.0,20.11111111,530.0,529.0
862,AR,M,655.0,380.61,215.0,14.44,394.8,305.0
863,KY,M,459.0,195.0,203.1934402533956,3.52173913,237.0,258.0
864,TX,M,674.0,402.0,317.0,5.363636364,458.0,553.0
865,TX,F,348.0,223.0,197.0,10.22692308,239.0,265.0
866,CA,M,1876.0,404.0,393.0,11.834874253888293,419.0,450.0
867,FL,M,865.0,387.0,344.66693180046656,6.266666667,392.0,432.0
868,CA,M,666.0,253.0,213.0,8.166666667,268.0,288.0
869,FL,M,809.0,380.61,358.0,13.71428571,411.0,446.0
870,MO,F,987.0,354.0,296.0,28.0,344.0,412.0
871,FL,M,2444.0,780.0,675.6318930871689,15.0,737.0,782.0
872,TX,M,503.0,255.0,223.52517508565796,10.777308774034365,262.0,292.0
873,NM,F,1004.0,247.0,189.0,10.79222211926212,236.0,313.0
874,TX,F,1565.0,780.0,717.0,13.963399733444213,704.0,784.0
875,CA,F,872.0,307.0,294.0,20.4,343.0,356.0
876,IN,F,501.0,380.61,305.0,20.77777778,354.0,399.0
877,WI,F,331.0,237.0,154.0,4.444444444,217.0,273.0
878,F,M,620.0,270.0,239.9510464035896,12.36142857,279.0,309.0
879,SC,M,747.0,457.0,387.063287560202,15.0,373.6,488.0
880,NC,F,1491.0,489.0,396.0,14.0,472.0,566.0
881,WA,F,756.0,372.0,333.0,8.769230769,391.0,430.0
882,TX,F,487.0,222.0,217.0,9.888888889,247.0,262.0
883,SC,M,651.0,345.0,310.0,7.611111111,337.0,382.0
884,OK,F,693.0,380.61,404.0,5.125,439.0,482.4
885,CA,F,1063.0,148.0,174.98542766017033,3.035714286,206.0,223.0
886,MI,F,609.0,424.0,403.0,19.25,422.0,466.0
887,TX,F,439.0,380.61,268.0,5.8,307.0,341.0
888,WA,F,871.0,355.0,339.0,9.5,363.0,384.0
889,MI,F,313.0,256.0,159.0,16.25,220.0,274.0
890,IL,M,1059.0,513.0,334.0,12.064181005452465,392.0,528.0
891,F,M,687.0,310.0,257.0,9.0,291.0,328.0
892,IA,M,397.0,270.0,248.0,14.4,296.0,313.0
893,CA,F,2516.0,649.0,595.0,13.65517241,641.0,691.0
894,WI,F,506.0,323.0,270.0,11.146874125330422,326.0,346.0
895,IL,F,412.0,354.0,311.0,9.333333333,342.0,380.0
896,MI,F,360.0,239.0,193.8083669665095,10.60058684566617,233.0,267.0
897,WA,M,423.0,229.0,208.0,4.380952381,261.0,296.0
898,GA,F,745.0,380.61,304.0,5.166666667,353.0,342.0
899,NM,M,691.0,294.0,284.0,17.16,319.0,337.0
900,OK,F,657.0,366.0,324.25785302082306,10.0,357.0,366.0
901,TX,F,978.0,559.0,428.0,12.616397891841656,475.0,609.0
902,CA,F,1586.0,321.0,308.0,9.5,337.0,369.0
903,MI,M,1596.0,603.0,549.0,10.875,631.0,672.0
904,CA,F,2105.0,314.0,301.0,15.33333333,372.0,430.4
905,IL,F,1480.0,684.0,560.0,7.617021277,635.0,718.0
906,OR,F,585.0,266.0,216.0,9.727272727,255.0,340.0
907,MI,F,1033.0,611.0,488.0,10.33333333,565.0,651.0
908,IL,M,340.0,178.0,147.0,10.473277998946074,217.0,252.0
909,IL,F,1708.0,413.0,309.7124358356025,12.6875,374.0,455.0
910,KS,F,1419.0,698.0,694.0,7.363636364,506.4,777.0
911,CA,F,2688.0,367.0,306.0,8.642857143,418.0,449.0
912,TN,F,556.0,346.0,202.0,13.11111111,270.0,389.0
913,TN,M,972.0,278.0,193.0,11.42857143,281.0,318.0
914,TX,F,498.0,278.0,227.0,7.454545455,282.0,315.0
915,FL,F,878.0,331.0,285.0,10.47058824,349.0,410.0
916,CA,M,883.0,333.0,281.0,14.85714286,315.0,362.0
917,NM,F,670.0,287.0,231.0,11.66666667,282.0,290.0
918,NM,M,589.0,317.0,270.0,8.588235294,462.6,325.0
919,CA,F,2620.0,490.0,481.0,14.42857143,519.0,523.0
920,IL,M,677.0,466.0,426.0,10.66666667,442.0,489.0
921,MO,F,464.0,257.0,164.0,10.635620053248697,224.0,285.0
922,NC,M,600.0,308.0,257.0,11.091301640066815,292.0,349.0
923,MI,F,707.0,393.0,282.0,4.176470588,383.0,434.8
924,CA,F,1537.0,509.0,495.0,11.19230769,427.4,543.8
925,SC,F,682.0,464.0,366.0,8.0,421.0,498.0
926,CA,F,1943.0,353.0,315.02564932295775,11.377495830600548,355.0,381.0
927,FL,M,1037.0,380.61,439.0,10.0,511.0,529.0
928,IN,F,595.0,317.0,284.0,9.0,333.0,406.0
929,IL,F,375.0,270.0,267.0,20.0,295.0,296.0
930,AL,F,397.0,329.0,286.35711698796507,11.342743867745867,336.0,386.0
931,MI,F,584.0,386.0,283.0,15.0,307.0,386.0
932,WA,F,534.0,231.0,206.0,13.55555556,248.0,272.0
933,MI,M,362.0,235.0,209.0,9.722222222,246.0,275.0
934,F,M,991.0,380.61,493.0,5.8,532.0,548.0
935,CA,F,1805.0,394.0,398.0,10.66666667,441.0,366.6
936,MN,F,476.0,274.0,193.78194292424467,10.73333333,236.0,382.6
937,CA,F,2250.0,159.0,181.0,6.0,192.0,167.0
938,TX,F,340.0,227.0,180.0,15.33333333,235.0,279.0
939,F,F,482.0,328.0,302.0,12.5,396.0,462.0
940,WI,F,322.0,258.0,233.0,15.0,305.4,320.0
941,TX,F,655.0,432.0,406.0,9.0,430.0,481.0
942,MN,F,908.0,482.0,487.0,5.090909091,499.0,493.0
943,WA,F,718.0,508.0,444.3503117973997,11.07692308,497.0,541.0
944,CA,M,2750.0,332.0,252.0,10.66666667,302.0,392.0
945,GA,M,397.0,219.0,184.0,10.673878673208923,237.0,285.0
946,MI,M,1040.0,309.0,220.0,7.9375,256.0,278.0
947,AR,M,675.0,238.0,186.0,6.111111111,207.0,265.0
948,FL,M,719.0,398.0,381.0,11.33333333,389.0,410.0
949,FL,F,588.0,249.0,233.0,8.333333333,254.0,266.0
950,IL,F,1053.0,419.0,368.0,8.333333333,402.0,465.0
951,IL,F,419.0,295.0,279.0,10.925506198348081,296.0,303.0
952,TX,F,481.0,218.0,172.0,15.0,227.0,264.0
953,GA,F,803.0,407.0,397.0,11.822810456320983,432.0,441.0
954,CA,F,886.0,339.0,318.0,5.222222222,379.6,388.0
955,NC,F,1093.0,587.0,580.0,7.333333333,629.0,636.0
956,MO,F,257.0,264.0,148.0,10.125,194.0,273.0
957,AR,F,1453.0,426.0,419.0,25.0,486.0,497.0
958,NC,F,821.0,433.0,427.0,6.654411765,456.0,475.0
959,TX,M,931.0,636.0,416.0,15.0,543.0,725.0
960,MO,F,496.0,380.61,330.0,5.571428571,360.0,390.0
961,MS,F,463.0,231.0,181.0,12.75,227.0,258.0
962,FL,F,1093.0,424.0,364.0,9.25,504.8,441.0
963,AR,M,852.0,450.0,344.0,12.5,394.0,498.0
964,FL,F,1074.0,524.0,505.0,12.536767708112837,528.0,553.0
965,FL,F,1452.0,380.61,352.0,11.85663678521551,410.0,467.0
966,MI,F,813.0,263.0,246.0,9.25,297.0,313.0
967,TX,M,333.0,219.0,205.0,10.901016188447208,278.0,319.0
968,SC,F,536.0,296.0,261.0,4.944444444,370.0,307.0
969,MI,F,850.0,501.0,484.0,8.230769231,465.0,495.0
970,IL,F,443.0,347.0,268.0,5.727272727,320.0,380.0
971,MS,M,467.0,261.0,206.0,6.666666667,260.0,308.0
972,CA,F,1207.0,303.0,412.689841561271,7.25,458.0,488.0
973,NE,M,490.0,299.0,250.0,3.269230769,288.0,345.0
974,F,F,805.0,243.0,207.0,8.266666667,237.0,289.0
975,LA,M,638.0,243.0,220.0,15.66666667,255.0,291.0
976,CO,M,1208.0,594.0,571.0,15.0,616.0,660.0
977,MO,M,198.0,252.0,208.0,15.0,261.0,297.0
978,OR,M,443.0,218.0,204.0,10.42857143,309.8,267.0
979,MO,F,1284.0,539.0,410.0,13.44444444,532.0,642.0
980,MO,F,675.0,352.0,305.10781503401773,5.785714286,343.0,365.0
981,MI,F,668.0,369.0,272.0,6.411764706,402.2,391.0
982,FL,F,575.0,259.0,232.0,7.666666667,255.0,411.6
983,CA,F,2375.0,471.0,428.0,12.499826130100667,493.8,571.0
984,CA,F,1091.0,380.61,330.0,11.95238095,382.0,397.0
985,OR,M,1015.0,360.0,354.0,11.661787831297563,404.0,422.0
986,KS,M,1413.0,665.0,634.0,8.285714286,727.0,755.0
987,WA,M,849.0,327.0,281.0,11.29833500391193,327.0,380.0
988,OR,F,871.0,344.0,309.0,9.55,362.0,390.0
989,F,F,571.0,333.0,300.0,15.0,336.0,366.0
990,TX,F,375.0,207.0,182.0,15.0,208.0,232.0
991,F,F,466.0,252.0,211.0,5.625,244.0,289.0
992,CA,M,1668.0,664.0,648.0,13.38461539,663.0,668.0
993,FL,M,546.0,380.61,283.0,11.088474402950151,344.0,322.0
994,F,M,713.0,372.0,360.0,11.3125,408.0,429.0
995,NM,F,576.0,380.61,263.0,6.04,356.8,338.0
996,FL,F,585.0,393.0,459.0,13.58333333,445.0,427.0
997,CA,F,2022.0,380.61,441.0,4.777777778,496.0,569.0
998,AR,F,786.0,264.0,220.0,6.222222222,274.0,318.0
999,CA,F,1406.0,536.0,431.0,15.0,453.0,556.0
1000,GA,F,503.0,275.0,239.0,20.0,287.0,324.0
1001,MO,F,1602.0,475.0,459.0,18.42105263,561.0,593.0
1002,FL,M,736.0,276.0,281.57905845042126,10.4,311.0,316.0
1003,LA,F,393.0,147.0,130.0,4.363636364,178.0,213.0
1004,F,F,987.0,469.0,430.0,10.0,476.0,521.0
1005,NC,F,529.0,301.0,254.0,2.439814815,284.0,326.0
1006,CA,M,2397.0,486.0,409.0,9.9,402.0,459.0
1007,MO,M,651.0,415.0,336.0,3.578947368,395.0,459.0
1008,TX,F,1711.0,806.0,400.0,16.0,566.0,810.0
1009,F,F,473.0,319.0,300.0,8.666666667,333.0,432.2
1010,TX,M,775.0,465.0,494.0,25.0,489.0,467.0
1011,IN,F,505.0,330.0,271.4399189486807,20.0,316.0,356.0
1012,WI,F,416.0,297.0,247.0,15.0,292.0,340.0
1013,NC,F,678.0,380.61,260.0,8.777777778,303.0,426.0
1014,CA,F,1158.0,398.0,369.0,4.090909091,373.0,386.0
1015,TN,F,861.0,314.0,248.0,7.0,278.0,328.0
1016,SC,F,407.0,193.0,180.13329235931403,16.66666667,221.0,260.0
1017,IL,M,1094.0,388.0,363.0,20.83333333,421.0,444.0
1018,IL,M,485.0,309.0,297.0,21.25,329.0,340.0
1019,LA,M,445.0,210.0,180.0,6.321428571,226.0,256.0
1020,NE,M,2458.0,1203.0,1178.0,13.58139535,424.2,1118.0
1021,F,F,1428.0,277.0,301.0,10.96249303679189,322.0,297.0
1022,IL,F,693.0,399.0,407.0,11.532308497888078,390.0,386.0
1023,IL,M,873.0,291.0,211.0,3.173913044,251.0,348.2
1024,F,F,2807.0,497.0,478.0,12.75,504.0,542.0
1025,TX,M,351.0,278.0,247.67038045173882,10.88214667656967,283.0,304.0
1026,CA,F,2067.0,534.0,489.0,450.0,540.0,583.0
1027,IL,F,999.0,380.61,411.0,18.71428571,465.0,496.0
1028,FL,M,419.0,243.0,218.0,8.75,277.0,415.0
1029,IL,M,962.0,479.0,327.0,11.456163587579706,361.0,368.4
1030,NM,F,542.0,252.0,220.0,10.799271268362848,260.8,298.0
1031,OK,M,780.0,323.0,286.8967413919551,14.14285714,345.0,414.0
1032,OK,F,1229.0,649.0,546.0,5.214285714,555.0,700.0
1033,TX,F,928.0,452.0,408.0,12.83333333,444.0,452.0
1034,KY,M,335.0,205.0,137.0,10.142987004038874,166.0,195.0
1035,IA,M,337.0,380.61,220.0,9.714285714,258.0,301.0
1036,CA,M,1126.0,380.61,243.0,20.8,275.0,285.0
1037,FL,M,1987.0,524.0,403.0,14.0,567.0,408.2
1038,OR,F,1093.0,431.0,315.0,25.0,386.0,483.0
1039,MO,M,238.0,225.0,176.0,6.636363636,233.0,287.0
1040,TN,F,966.0,528.0,517.0,7.714285714,547.0,569.0
1041,KY,M,377.0,252.0,232.11599716789243,10.25,276.0,325.8
1042,NE,F,825.0,459.0,417.0,4.0,453.0,503.0
1043,IL,M,962.0,444.0,391.0,12.10808561647697,452.0,500.0
1044,NM,M,1082.0,566.0,482.0,10.08333333,522.0,609.0
1045,CA,M,2362.0,632.0,613.0,13.375,655.0,678.0
1046,CA,F,2163.0,522.0,484.0,4.833333333,537.0,581.0
1047,MN,M,359.0,258.0,168.0,11.91666667,203.0,269.0
1048,NC,F,685.0,314.0,271.0,5.692307692,339.0,396.0
1049,NC,F,603.0,215.0,173.0,9.857142857,239.0,329.0
1050,IL,M,682.0,380.61,322.0,12.33333333,297.0,336.0
1051,KS,F,581.0,349.0,295.0,17.0,349.0,402.0
1052,IL,F,380.0,277.0,249.78345439234744,11.66666667,299.0,351.0
1053,FL,F,1229.0,502.0,469.0,7.5,507.0,544.0
1054,F,F,689.0,320.0,313.0,12.0,298.0,350.0
1055,CA,M,1715.0,619.0,602.5071503174468,13.260283177502682,647.0,660.0
1056,FL,F,762.0,355.0,254.0,8.761904762,327.0,411.0
1057,TX,F,683.0,471.0,449.0,6.8125,484.0,507.0
1058,WA,F,1648.0,488.0,395.0,8.538461539,480.0,542.0
1059,FL,F,484.0,243.0,150.0,20.0,195.0,266.0
1060,CO,M,645.0,308.0,214.0,8.916666667,251.0,313.0
1061,MI,F,577.0,380.0,375.0,9.571428571,392.4,431.4
1062,WA,M,1642.0,388.0,261.9036093669513,11.754715440611172,349.0,485.0
1063,TX,F,1163.0,459.0,378.0,12.17112646342236,439.0,526.0
1064,NC,F,675.0,373.0,305.0,6.409090909,395.8,427.0
1065,MI,F,602.0,366.0,336.0,9.0,363.0,465.4
1066,CA,F,746.0,352.0,346.0,11.363882391116375,375.6,368.0
1067,MI,F,459.0,518.0,116.0,11.166556705768741,280.0,310.6
1068,WA,F,922.0,298.0,232.0,8.5,298.0,448.0
1069,FL,F,833.0,350.0,276.15735968757014,11.326748785042243,329.0,387.0
1070,MN,M,1793.0,796.0,781.0,14.28571429,832.0,849.0
1071,TN,F,470.0,292.0,235.0,12.5,275.0,365.2
1072,OK,F,338.0,254.0,203.0,5.076923077,242.0,284.0
1073,SC,M,420.0,253.0,225.0,4.9,249.0,285.0
1074,TX,M,1576.0,418.0,388.0,12.85714286,528.0,579.0
1075,WI,F,677.0,303.0,282.0,8.428571429,462.6,370.0
1076,MI,F,559.0,361.0,344.0,11.0,378.0,357.8
1077,FL,M,731.0,385.0,350.0,15.0,401.0,441.2
1078,WA,M,1196.0,380.61,327.0,10.46153846,382.0,456.0
1079,WI,F,718.0,443.0,410.0,8.578947368,425.0,462.0
1080,MO,M,460.0,265.0,223.0,11.0,257.0,297.0
1081,CA,M,2257.0,541.0,485.0,6.5,395.4,442.0
1082,CO,F,726.0,426.0,370.0,9.2,504.8,406.0
1083,CA,M,1327.0,409.0,397.0,11.33333333,435.0,442.0
1084,FL,M,956.0,344.0,348.0,11.44444444,282.4,417.0
1085,FL,M,565.0,163.0,154.0,10.172204035595163,180.0,193.0
1086,OR,F,987.0,440.0,350.8428361905899,12.11111111,400.0,455.4
1087,MN,F,1138.0,380.61,545.0,9.68,602.0,329.8
1088,FL,F,535.0,236.0,226.0,4.285714286,250.0,384.2
1089,IL,F,427.0,141.0,71.0,10.253376547778746,121.0,253.0
1090,WA,F,1413.0,329.0,348.1451659620399,6.666666667,397.0,423.4
1091,WA,F,1180.0,385.0,333.0,12.9,414.0,464.0
1092,AR,M,318.0,105.0,53.0,17.45454546,113.0,421.8
1093,F,F,554.0,380.61,414.0,7.866666667,432.0,445.0
1094,TX,F,1900.0,582.0,537.2364006884376,5.2,355.4,664.0
1095,AR,M,866.0,453.0,387.0,25.0,428.0,470.0
1096,TX,F,1223.0,419.0,313.0,9.0,444.0,538.0
1097,CA,F,2324.0,404.0,374.0,10.6,445.0,484.0
1098,MO,F,2528.0,591.0,444.893919817166,24.77777778,542.0,686.0
1099,WA,F,1183.0,528.0,217.0,37.5,485.4,628.0
1100,TX,M,655.0,315.0,318.0,8.75,328.0,324.0
1101,NC,F,399.0,259.0,211.0,6.2,249.0,295.0
1102,MN,M,418.0,290.0,190.0,10.71428571,244.0,403.0
1103,IL,M,595.0,394.0,369.8253749588031,8.875,406.0,419.0
1104,SC,F,548.0,327.0,289.0,11.359934039591234,340.0,388.0
1105,TX,F,1125.0,287.0,227.0,10.25,246.0,279.0
1106,NE,F,503.0,267.0,261.0,8.863636364,290.0,308.0
1107,F,F,545.0,265.0,257.0,17.625,301.0,301.0
1108,AL,F,455.0,350.0,264.1385119024864,12.0,321.0,389.0
1109,GA,M,1201.0,380.61,317.0,7.818181818,426.0,411.6
1110,TX,M,592.0,406.0,188.0,16.27272727,240.0,359.0
1111,WI,F,614.0,388.0,340.0,7.636363636,377.0,428.0
1112,IL,M,302.0,216.0,208.0,11.25,207.0,203.0
1113,CA,F,2312.0,516.0,456.0,6.333333333,531.0,589.0
1114,FL,M,440.0,186.0,164.0,9.666666667,220.0,254.0
1115,MN,F,569.0,315.0,276.0,9.727272727,317.0,350.0
1116,TN,M,690.0,371.0,194.0,5.0,263.0,411.0
1117,IL,F,438.0,146.0,159.0,20.66666667,165.0,156.0
1118,CA,F,2166.0,402.0,415.0,8.095238095,497.2,445.0
1119,MS,M,394.0,220.0,188.0,10.5806536959265,227.0,280.2
1120,KY,F,630.0,327.0,300.0,9.2,321.0,361.0
1121,FL,F,1171.0,512.0,483.0,5.2,544.0,570.0
1122,TN,M,1103.0,503.0,467.0,12.333348183113241,497.0,524.0
1123,WI,F,673.0,335.0,293.0,11.5,296.0,348.0
1124,CA,F,1633.0,318.0,286.0,11.146872272607538,306.0,351.0
1125,KY,M,428.0,304.0,166.0,9.1875,504.8,334.0
1126,TX,F,262.0,194.0,150.0,15.0,186.0,228.0
1127,MI,F,905.0,533.0,470.0,12.759004982890799,549.0,605.0
1128,CA,F,1693.0,467.0,423.0,11.66666667,457.0,434.6
1129,FL,F,1806.0,312.0,243.0,2.795454546,338.0,368.4
1130,MI,M,630.0,396.0,355.0,13.0,395.0,437.0
1131,AR,F,389.0,234.0,213.56523617040247,12.66666667,253.0,286.0
1132,F,M,417.0,199.0,211.45616764456165,13.0,315.8,282.0
1133,WA,M,731.0,355.0,304.0,6.578947368,398.4,382.0
1134,NV,F,1569.0,672.0,673.0,12.5,785.0,781.0
1135,AR,F,335.0,207.0,166.0,4.606060606,207.0,239.0
1136,FL,M,1357.0,534.0,521.0,12.763202462840242,571.0,587.0
1137,WA,M,883.0,315.0,294.0,14.25,355.0,363.0
1138,F,M,982.0,388.0,318.0,20.0,341.0,384.0
1139,MI,M,663.0,501.0,432.0,12.326303618761303,462.2,534.0
1140,NC,M,827.0,275.0,240.0,6.3125,297.0,344.6
1141,MI,F,266.0,167.0,146.0,10.575000144054686,217.0,261.4
1142,CA,M,1967.0,409.0,358.3393939697561,10.5,403.0,436.0
1143,OR,F,470.0,339.0,305.0,5.625,318.0,355.0
1144,MI,M,626.0,388.0,356.0,9.8,392.0,440.0
1145,WA,F,1521.0,422.0,412.0,8.571428571,497.0,543.0
1146,OR,F,584.0,380.61,282.0,10.4,318.0,347.0
1147,NC,F,588.0,288.0,257.0,19.0,285.0,318.0
1148,IL,F,1063.0,360.0,294.0,20.0,354.0,379.0
1149,IL,F,588.0,345.0,272.0,13.33333333,331.0,387.0
1150,FL,F,663.0,315.0,293.0,11.66666667,305.0,340.0
1151,AR,F,582.0,308.0,261.01183876598657,4.272727273,346.4,340.0
1152,NC,F,1497.0,678.0,581.0,6.928571429,667.0,419.6
1153,IL,F,281.0,314.0,280.0,11.050691938879472,274.0,342.0
1154,MI,M,784.0,378.0,289.0,11.0,332.0,400.0
1155,FL,M,645.0,249.0,226.0,5.285714286,257.0,284.0
1156,IN,M,544.0,403.0,330.0,5.133333333,360.0,433.0
1157,MN,F,896.0,335.0,291.0,8.6,340.0,438.0
1158,NV,M,398.0,303.0,248.0,8.45,292.0,337.0
1159,TX,F,900.0,337.0,273.0,13.6,336.0,455.0
1160,IL,M,1421.0,380.61,435.0,5.714285714,378.8,662.0
1161,GA,F,405.0,208.0,166.0,6.666666667,215.0,254.0
1162,KY,M,297.0,178.0,161.34670776172263,21.0,185.0,187.0
1163,KS,F,317.0,249.0,231.0,4.885769231,350.8,249.0
1164,CA,F,2184.0,376.0,351.0,12.5,394.0,419.0
1165,CO,M,1848.0,688.0,643.0,8.35,705.0,765.0
1166,AL,M,710.0,429.0,402.0,11.894835845472262,433.0,457.0
1167,TX,F,846.0,541.0,538.0,5.181818182,595.0,602.0
1168,AL,F,2432.0,1332.0,983.2492728049447,16.10576284867804,1057.0,1105.0
1169,OK,M,393.0,212.0,195.0,15.55555556,222.0,221.0
1170,TX,F,600.0,461.0,420.0,8.727272727,467.0,479.0
1171,OR,F,605.0,326.0,223.0,12.25,317.8,323.0
1172,F,F,711.0,305.0,267.0,3.857142857,307.0,363.0
1173,CA,F,1072.0,306.0,327.3947645906002,17.85714286,378.0,427.0
1174,MI,F,782.0,475.0,462.0,20.18181818,498.0,504.0
1175,IL,M,464.0,291.0,225.0,11.101995652434454,277.0,364.0
1176,F,M,1803.0,418.0,281.0,13.71428571,364.0,492.0
1177,TX,F,1329.0,727.0,685.0,13.742188334528809,689.0,743.0
1178,AL,F,408.0,253.0,215.0,8.444444444,259.0,286.0
1179,CA,F,1537.0,509.0,495.0,13.0,424.2,544.0
1180,F,F,488.0,314.0,300.0,10.83631293931949,282.0,331.8
1181,SC,M,799.0,445.0,429.0,9.125,421.0,467.0
1182,CA,F,1722.0,406.0,317.3108572953893,6.071428571,365.0,408.0
1183,MO,F,365.0,249.0,215.0,13.33333333,269.0,296.0
1184,FL,M,518.0,213.0,188.10866938266236,9.333333333,228.0,264.0
1185,CA,F,2486.0,508.0,475.0,3.491935484,516.0,543.0
1186,CA,F,2813.0,366.0,313.0,11.822888582497985,385.6,474.0
1187,MI,M,237.0,250.0,255.0,12.84615385,274.0,274.0
1188,SC,F,545.0,316.0,302.0,15.0,324.0,338.0
1189,SC,M,482.0,282.0,239.0,5.071428571,287.0,335.0
1190,WA,F,506.0,320.0,274.0,10.0,310.0,356.0
1191,NC,M,621.0,328.0,267.0,10.5875,300.0,352.0
1192,TX,M,564.0,207.0,199.0,8.730769231,274.0,288.0
1193,FL,F,398.0,207.0,193.0,10.299737609541008,195.0,210.0
1194,MI,M,667.0,380.61,333.0,6.722222222,345.0,395.0
1195,TX,M,948.0,604.0,545.0,5.0,655.0,684.0
1196,OR,F,953.0,379.0,319.0,11.692030753447153,387.0,447.0
1197,NC,F,1070.0,420.0,385.7473468662271,6.533333333,435.0,476.0
1198,CA,M,1029.0,401.0,415.0,11.681029626185252,408.0,413.0
1199,CA,M,1325.0,458.0,381.0,16.35294118,403.0,464.0
1200,MO,F,806.0,393.0,332.3980123933151,4.0,386.0,441.0
1201,TX,F,339.0,161.0,158.0,8.25,212.0,207.0
1202,WI,M,1040.0,505.0,492.0,12.603301185956688,524.2,569.0
1203,NC,M,487.0,308.0,273.0,5.0,275.0,314.0
1204,WI,M,498.0,348.0,278.0,8.333333333,357.0,390.0
1205,CA,F,942.0,254.0,204.0,5.611111111,306.0,304.0
1206,GA,F,1156.0,617.0,420.0,31.0,498.8,655.0
1207,WA,F,904.0,372.0,296.0,13.6,330.0,407.0
1208,IA,M,324.0,192.0,146.0,12.5,295.0,202.0
1209,CA,M,1771.0,335.0,286.1808881201918,11.1875,322.0,341.0
1210,NC,M,1203.0,473.0,462.0,12.407951655914662,497.0,543.0
1211,MN,M,737.0,504.0,506.0,8.454545455,472.0,469.0
1212,NC,M,504.0,228.0,191.0,5.0,246.0,287.0
1213,CA,M,931.0,318.0,307.0,5.090909091,332.0,343.0
1214,OR,F,819.0,275.0,259.0,7.538461539,331.0,367.0
1215,TX,F,1490.0,645.0,612.0,18.47826087,733.0,818.0
1216,CA,F,2521.0,424.0,475.98750080937515,5.555555556,512.0,516.0
1217,CA,F,1364.0,255.0,244.0,18.75,296.0,308.0
1218,LA,F,456.0,263.0,238.0,10.92471734609465,281.0,317.0
1219,IN,M,501.0,407.0,359.0,7.5,385.0,445.0
1220,CA,F,810.0,214.0,180.0,12.83333333,217.0,264.0
1221,CA,F,1960.0,321.0,265.0,6.3,362.0,385.6
1222,CA,F,770.0,264.0,213.0,4.714285714,276.0,313.0
1223,F,F,619.0,271.0,244.0,12.25,300.0,324.0
1224,NM,M,544.0,305.0,259.0,20.0,322.0,341.0
1225,CA,F,1436.0,347.0,308.0,25.0,338.0,372.0
1226,F,F,1588.0,380.61,450.0,16.2,378.8,511.0
1227,KS,F,227.0,241.0,202.0,10.51906669402701,220.0,251.0
1228,GA,M,679.0,374.0,350.0,11.530126036553582,377.0,402.0
1229,KY,M,1111.0,591.0,506.0,6.636363636,552.0,636.0
1230,OR,M,803.0,240.0,222.0,10.939480078004678,271.8,326.0
1231,FL,F,665.0,264.0,240.0,7.0,273.0,312.0
1232,OR,M,646.0,249.0,268.0479734751728,11.035293168310986,305.0,328.0
1233,NC,M,2441.0,740.0,579.0,13.833647381121509,697.0,758.8
1234,CA,F,1985.0,446.0,414.0,10.36363636,361.2,490.0
1235,CA,F,1016.0,246.0,235.0,20.0,278.0,303.0
1236,AR,M,596.0,316.0,308.0,11.81818182,345.0,361.0
1237,AR,M,851.0,363.0,299.0,15.0,330.0,387.0
1238,F,M,725.0,309.0,305.0,10.22222222,349.0,360.0
1239,TN,F,457.0,380.61,186.0,9.333333333,237.0,292.0
1240,WI,F,377.0,363.0,311.0,11.290285626188052,320.0,375.0
1241,MI,M,1223.0,644.0,575.0,25.0,638.0,704.0
1242,F,M,308.0,220.0,182.0,10.0,477.2,269.0
1243,IL,M,1097.0,463.0,312.0,11.783022814936464,371.0,473.0
1244,OR,M,1060.0,425.0,340.0,15.0,391.4,500.0
1245,IL,F,870.0,405.0,356.0,26.66666667,361.0,420.0
1246,IA,M,543.0,349.0,271.0,4.964285714,339.0,387.0
1247,GA,F,1063.0,529.0,477.5222556183517,12.531682781774315,526.0,558.0
1248,AL,F,402.0,380.61,186.0,37.2,230.0,287.0
